file,emotion,emotional intensity
speech/actor_02/03-01-04-02-01-02-02.wav,sadness,strong
speech/actor_02/03-01-02-02-02-02-02.wav,calm,strong
speech/actor_02/03-01-01-01-01-02-02.wav,neutral,normal
speech/actor_02/03-01-07-01-02-02-02.wav,disgust,normal
speech/actor_02/03-01-08-02-02-02-02.wav,surprise,strong
speech/actor_02/03-01-01-01-01-01-02.wav,neutral,normal
speech/actor_02/03-01-03-02-01-01-02.wav,happiness,strong
speech/actor_02/03-01-04-02-02-02-02.wav,sadness,strong
speech/actor_02/03-01-08-01-01-02-02.wav,surprise,normal
speech/actor_02/03-01-05-01-02-01-02.wav,anger,normal
speech/actor_02/03-01-02-01-02-01-02.wav,calm,normal
speech/actor_02/03-01-06-02-01-01-02.wav,fear,strong
speech/actor_02/03-01-02-02-01-02-02.wav,calm,strong
speech/actor_02/03-01-06-02-02-02-02.wav,fear,strong
speech/actor_02/03-01-04-02-02-01-02.wav,sadness,strong
speech/actor_02/03-01-04-01-02-02-02.wav,sadness,normal
speech/actor_08/03-01-04-02-02-02-08.wav,sadness,strong
speech/actor_08/03-01-07-01-01-02-08.wav,disgust,normal
speech/actor_08/03-01-08-01-02-02-08.wav,surprise,normal
speech/actor_08/03-01-02-02-01-01-08.wav,calm,strong
speech/actor_08/03-01-04-01-01-02-08.wav,sadness,normal
speech/actor_08/03-01-04-01-01-01-08.wav,sadness,normal
speech/actor_08/03-01-07-02-01-02-08.wav,disgust,strong
speech/actor_08/03-01-01-01-02-02-08.wav,neutral,normal
speech/actor_08/03-01-07-02-01-01-08.wav,disgust,strong
speech/actor_08/03-01-07-01-02-02-08.wav,disgust,normal
speech/actor_08/03-01-05-01-01-02-08.wav,anger,normal
speech/actor_08/03-01-08-02-02-02-08.wav,surprise,strong
speech/actor_08/03-01-02-01-01-01-08.wav,calm,normal
speech/actor_08/03-01-08-01-01-01-08.wav,surprise,normal
speech/actor_08/03-01-07-02-02-02-08.wav,disgust,strong
speech/actor_08/03-01-05-02-02-02-08.wav,anger,strong
speech/actor_08/03-01-06-01-01-02-08.wav,fear,normal
speech/actor_08/03-01-02-01-02-02-08.wav,calm,normal
speech/actor_08/03-01-05-01-02-01-08.wav,anger,normal
speech/actor_08/03-01-06-02-01-02-08.wav,fear,strong
speech/actor_08/03-01-05-01-01-01-08.wav,anger,normal
speech/actor_08/03-01-04-02-02-01-08.wav,sadness,strong
speech/actor_08/03-01-08-02-01-01-08.wav,surprise,strong
speech/actor_08/03-01-03-02-02-01-08.wav,happiness,strong
speech/actor_08/03-01-04-01-02-02-08.wav,sadness,normal
speech/actor_08/03-01-02-02-02-02-08.wav,calm,strong
speech/actor_08/03-01-07-01-01-01-08.wav,disgust,normal
speech/actor_08/03-01-04-01-02-01-08.wav,sadness,normal
speech/actor_08/03-01-06-01-02-01-08.wav,fear,normal
speech/actor_08/03-01-06-01-02-02-08.wav,fear,normal
speech/actor_08/03-01-02-02-01-02-08.wav,calm,strong
speech/actor_08/03-01-03-01-02-02-08.wav,happiness,normal
speech/actor_08/03-01-05-01-02-02-08.wav,anger,normal
speech/actor_08/03-01-02-02-02-01-08.wav,calm,strong
speech/actor_08/03-01-04-02-01-02-08.wav,sadness,strong
speech/actor_08/03-01-06-02-01-01-08.wav,fear,strong
speech/actor_08/03-01-03-01-02-01-08.wav,happiness,normal
speech/actor_08/03-01-05-02-02-01-08.wav,anger,strong
speech/actor_08/03-01-07-02-02-01-08.wav,disgust,strong
speech/actor_08/03-01-03-02-01-01-08.wav,happiness,strong
speech/actor_08/03-01-08-01-01-02-08.wav,surprise,normal
speech/actor_08/03-01-04-02-01-01-08.wav,sadness,strong
speech/actor_08/03-01-01-01-02-01-08.wav,neutral,normal
speech/actor_08/03-01-02-01-02-01-08.wav,calm,normal
speech/actor_08/03-01-03-01-01-02-08.wav,happiness,normal
speech/actor_08/03-01-07-01-02-01-08.wav,disgust,normal
speech/actor_08/03-01-03-02-02-02-08.wav,happiness,strong
speech/actor_08/03-01-03-02-01-02-08.wav,happiness,strong
speech/actor_08/03-01-08-01-02-01-08.wav,surprise,normal
speech/actor_08/03-01-06-02-02-01-08.wav,fear,strong
speech/actor_08/03-01-01-01-01-01-08.wav,neutral,normal
speech/actor_08/03-01-02-01-01-02-08.wav,calm,normal
speech/actor_08/03-01-05-02-01-01-08.wav,anger,strong
speech/actor_08/03-01-08-02-02-01-08.wav,surprise,strong
speech/actor_08/03-01-08-02-01-02-08.wav,surprise,strong
speech/actor_08/03-01-06-01-01-01-08.wav,fear,normal
speech/actor_08/03-01-01-01-01-02-08.wav,neutral,normal
speech/actor_08/03-01-03-01-01-01-08.wav,happiness,normal
speech/actor_08/03-01-05-02-01-02-08.wav,anger,strong
speech/actor_08/03-01-06-02-02-02-08.wav,fear,strong
